lead_id,source,handle,store_name,contact_name,email,phone,city,country,followers,active_listings,avg_listing_price_gbp,sales_velocity_30d,est_monthly_spend_gbp,stage,first_seen_date,last_touch_date,num_touches,last_inbound_text,assigned_bdr,notes,handle_clean,store_clean,city_clean,country_clean,email_clean,email_valid,phone_clean,phone_valid,spend_clean,spend_is_cap,followers_clean,velocity_clean,listings_clean,avg_price_clean,stage_raw,first_seen,last_touch,last_touch_reliable,first_seen_future,data_quality_flags,dedupe_key,lead_type,primary_channel,conversation_channel,sales_goal,human_owner_status,dm_active,email_active,call_active,warm_call_eligible,dm_step,email_step,call_step,dm_next_date,email_next_date,call_next_date,warm_call_due,reply_sentiment,sequence_step,tracks_initialized,last_action_key
L0150,Depop,staticgallery,,,,,,,2184,46,23,9,160,won,17/01/2026,2026-02-24,6,,Priya,met at market,staticgallery,,,,,False,,False,160.0,False,2184.0,9.0,46.0,23.0,won,2026-01-17,2026-02-24,True,False,[],h:staticgallery,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,none,0,True,
L0076,instagram_dm,@tonicarchivex,,,,,,,2023,66,40,13,"£1,090",warm,2025-12-20,2026-01-07,7,whats your commission?,,big consignment potential,tonicarchivex,,,,,False,,False,1090.0,False,2023.0,13.0,66.0,40.0,warm,2025-12-20,2026-01-07,True,False,[],h:tonicarchivex,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0143,Instagram,@wornsupply,,Elena,,,,,4770,58,13,29,£680,contacted,Feb 1,2026-02-24,6,what brands do you take?,,,wornsupply,,,,,False,,False,680.0,False,4770.0,29.0,58.0,13.0,contacted ,2026-02-01,2026-02-24,True,False,[],h:wornsupply,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0192,store,,Camden Exchange,Sven Hughes,hello@camdenexchange.store,+33 489 6004150,Paris,FR,,0,,,4860,contacted,2026-01-06,2026-02-27,5,,Maya,ref from supplier,,Camden Exchange,Paris,FR,hello@camdenexchange.store,True,+334896004150,True,4860.0,False,,,0.0,,contacted,2026-01-06,2026-02-27,True,False,[],s:camden exchange|paris|fr,shop,email,,book_visit,active,False,True,True,True,0,4,0,,,,False,none,0,True,
L0070,Depop,sepiagallery,,,,,,,5936,21,29,1,£120,lost,07/12/2025,21/12/2025,4,do you take menswear too,,high engagement acct,sepiagallery,,,,,False,,False,120.0,False,5936.0,1.0,21.0,29.0,lost,2025-12-07,2025-12-21,True,False,[],h:sepiagallery,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,none,0,True,
L0171,in-person,,Past Lab,Cora Murphy,shop@pastlab.com,,Bristol,UK,,,,,"£2,840",call_booked,16/02/2026,Feb 22,1,We already sell on Vinted.,,met at market,,Past Lab,Bristol,UK,shop@pastlab.com,True,,False,2840.0,False,,,,,call booked,2026-02-16,2026-02-22,True,False,[],s:past lab|bristol|uk,shop,email,,book_visit,closed,False,True,False,False,0,0,0,,,,False,none,0,True,
L0206,Physical Store,,Atelier Loom,Ines Fischer,inesfischer52@gmail.com,+31 231 8014119,Amsterdam,NL,,,,,4790,new,2025-12-23,28/01/2026,3,What's the fee structure?,Maya,price sensitive,,Atelier Loom,Amsterdam,NL,inesfischer52@gmail.com,True,+312318014119,True,4790.0,False,,,,,new lead,2025-12-23,2026-01-28,True,False,[],s:atelier loom|amsterdam|nl,shop,email,,book_visit,active,False,True,True,True,0,3,0,,2026-02-02,,False,none,0,True,
L0066,IG,@heritagestaticarchive,,,,,,,1686,90,23,27,"£2,180",replied,2026-02-01,12/02/2026,3,,Maya,ref from supplier,heritagestaticarchive,,,,,False,,False,2180.0,False,1686.0,27.0,90.0,23.0,replied,2026-02-01,2026-02-12,True,False,[],h:heritagestaticarchive,reseller,dm,,book_call,active,True,False,False,False,3,0,0,2026-02-17,,,False,none,0,True,
L0038,eBay,prelovedgallery,,,,,,,5556,94,19,39,2160,ghosted,2026-01-22,2026-01-24,3,interested but busy this week,Maya,slow to reply,prelovedgallery,,,,,False,,False,2160.0,False,5556.0,39.0,94.0,19.0,no response,2026-01-22,2026-01-24,True,False,[],h:prelovedgallery,reseller,dm,dm,book_call,active,True,False,False,False,3,0,0,2026-01-29,,,False,positive,0,True,
L0158,store,,Velvet Edit,Priya Silva,info@velvetedit.store,+49 813 5200091,Berlin,DE,0,,,,980,call_booked,2026-01-05,2026-01-09,2,Interested - send pricing.,,high engagement acct,,Velvet Edit,Berlin,DE,info@velvetedit.store,True,+498135200091,True,980.0,False,0.0,,,,Call Booked,2026-01-05,2026-01-09,True,False,[],s:velvet edit|berlin|de,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,positive,0,True,
L0221,google_maps,,Found Vault,Theo Nguyen,theonguyen12@yahoo.com,+49 178 7308973,Berlin,DE,,,,,"£2,580",call_booked,21/02/2026,,0,"Happy to chat, mornings best.",Priya,big consignment potential,,Found Vault,Berlin,DE,theonguyen12@yahoo.com,True,+491787308973,True,2580.0,False,,,,,call booked,2026-02-21,,True,False,[],s:found vault|berlin|de,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,positive,0,True,
L0181,store,,Rusty Lab,Greta Lopez,gretalopez@gmail.com,+33 852 3057348,Paris,FR,,,,,"£3,010",ghosted,31/01/2026,2026-02-14,3,"Too busy this season, try later.",Priya,price sensitive,,Rusty Lab,Paris,FR,gretalopez@gmail.com,True,+338523057348,True,3010.0,False,,,,,Ghosted,2026-01-31,2026-02-14,True,False,[],s:rusty lab|paris|fr,shop,email,email,book_visit,active,False,True,True,True,0,3,0,,2026-02-19,,False,none,0,True,
L0097,Depop,@hazelvault__,,,,,,,5144,70,21,34,1790,warm,Feb 28,,4,,Priya,,hazelvault__,,,,,False,,False,1790.0,False,5144.0,34.0,70.0,21.0,warm,2026-02-28,,True,False,[],h:hazelvault__,reseller,dm,,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0134,Instagram,toniccollective,,Ines,,,,,2721,126,26,33,3340,replied,Feb 6,Feb 22,7,,Priya,met at market,toniccollective,,,,,False,,False,3340.0,False,2721.0,33.0,126.0,26.0,replied,2026-02-06,2026-02-22,True,False,[],h:toniccollective,reseller,dm,,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0225,store,,Camden Loom,Zoe Moreau,zoemoreau64@gmail.com,0044775728317,Manchester,UK,0,0,,,5930,negotiating,04/01/2026,2026-01-19,0,"Thanks, can you email a one-pager?",Tomas,owner travels a lot,,Camden Loom,Manchester,UK,zoemoreau64@gmail.com,True,+44775728317,True,5930.0,False,0.0,,0.0,,Negotiating,2026-01-04,2026-01-19,True,False,[],s:camden loom|manchester|uk,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,none,0,True,
L0114,Instagram,@grailstitch__,,,,,,,33759,236,45,173,"£9,000",new,2026-01-25,,0,already on another platform tbh,,met at market,grailstitch__,,,,,False,,False,9000.0,True,33759.0,173.0,236.0,45.0,new lead,2026-01-25,,True,False,[],h:grailstitch__,reseller,dm,,book_call,active,True,False,False,False,0,0,0,2026-03-01,,,False,negative,0,True,
L0040,instagram_dm,instagram.com/stitch_,,,,,,,5275,102,23,34,1650,ghosted,25/01/2026,2026-02-26,6,already on another platform tbh,,follows competitor,stitch_,,,,,False,,False,1650.0,False,5275.0,34.0,102.0,23.0,no response,2026-01-25,2026-02-26,True,False,[],h:stitch_,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,negative,0,True,
L0074,eBay,@atticcollective,,Tom,tom90@outlook.com,,,,4768,84,40,26,2340,warm,2025-12-06,2025-12-26,4,,Maya,,atticcollective,,,,tom90@outlook.com,True,,False,2340.0,False,4768.0,26.0,84.0,40.0,warm,2025-12-06,2025-12-26,True,False,[],h:atticcollective,reseller,dm,,book_call,active,True,True,False,False,4,0,0,,,,False,none,0,True,
L0036,Instagram,instagram.com/cobaltvintage,,,,,,,26614,427,25,129,"£9,000",ghosted,2025-12-09,2025-12-10,4,how much for the whole bundle?,Maya,,cobaltvintage,,,,,False,,False,9000.0,True,26614.0,129.0,427.0,25.0,ghosted,2025-12-09,2025-12-10,True,False,[],h:cobaltvintage,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0210,store,,Old Collective,James Park,info@oldcollective.store,+1 878 3983612,LA,US,,0,,,"£5,190",new,,,1,"Sure, pop in on Thursday.",Maya,high engagement acct,,Old Collective,LA,US,info@oldcollective.store,True,+18783983612,True,5190.0,False,,,0.0,,new,,,True,False,[],s:old collective|la|us,shop,email,,book_visit,active,False,True,True,True,0,1,0,,2026-03-04,,False,positive,0,True,
L0099,instagram_dm,instagram.com/plume_uk,,,,,,,3054,77,28,21,1210,warm,03/12/2025,,3,whats the catch lol,Priya,met at market,plume_uk,,,,,False,,False,1210.0,False,3054.0,21.0,77.0,28.0,warm,2025-12-03,,True,False,[],h:plume_uk,reseller,dm,dm,book_call,active,True,False,False,False,3,0,0,2025-12-08,,,False,none,0,True,
L0215,google_maps,,Corner Bazaar,Raj Romano,info@cornerbazaar.store,+31 192 5081201,Amsterdam,NL,,,,,2520,contacted,18/02/2026,2026-02-22,3,Not taking on new channels currently.,Priya,met at market,,Corner Bazaar,Amsterdam,NL,info@cornerbazaar.store,True,+311925081201,True,2520.0,False,,,,,contacted ,2026-02-18,2026-02-22,True,False,[],s:corner bazaar|amsterdam|nl,shop,email,email,book_visit,active,False,True,True,True,0,3,0,,2026-02-27,,False,none,0,True,
L0235,store,,Brick Lane Threads,Cora Khan,corakhan27@yahoo.com,07965 352784,London,UK,,,,,5660,warm,2025-12-15,2026-02-24,6,"Owner is back next week, call then.",Priya,ref from supplier,,Brick Lane Threads,London,UK,corakhan27@yahoo.com,True,07965 352784,True,5660.0,False,,,,,warm,2025-12-15,2026-02-24,True,False,[],s:brick lane threads|london|uk,shop,email,email,book_visit,active,False,True,True,True,0,4,0,,,,True,positive,0,True,
L0232,store,,Retro Wardrobe,Liam Kaur,liam@@hotmail.com,+1 547 7363339,New York,US,,,,0,1810,warm,,2026-01-29,2,"Thanks, can you email a one-pager?",Maya,slow to reply,,Retro Wardrobe,New York,US,liam@hotmail.com,True,+15477363339,True,1810.0,False,,0.0,,,warm,,2026-01-29,True,False,[],s:retro wardrobe|new york|us,shop,email,email,book_visit,active,False,True,True,True,0,2,0,,2026-02-02,,False,none,0,True,
L0019,Instagram,@archiveatticvintage,,,carlosjanssen79@hotmail.com,,,,6109,47,36,30,"£1,870",replied,2026-02-01,2026-02-19,6,how does payout work,,big consignment potential,archiveatticvintage,,,,carlosjanssen79@hotmail.com,True,,False,1870.0,False,6109.0,30.0,47.0,36.0,Reply,2026-02-01,2026-02-19,True,False,[],h:archiveatticvintage,reseller,dm,dm,book_call,active,True,True,False,False,4,0,0,,,,False,none,0,True,
L0073,eBay,@driftarchive,,,,,,,2961,25,10,29,£180,replied,2026-02-16,21/02/2026,3,how much for the whole bundle?,,owner travels a lot,driftarchive,,,,,False,,False,180.0,False,2961.0,29.0,25.0,10.0,replied,2026-02-16,2026-02-21,True,False,[],h:driftarchive,reseller,dm,dm,book_call,active,True,False,False,False,3,0,0,2026-02-26,,,False,positive,0,True,
L0052,Depop,instagram.com/heritagegallery,,,,,,,6397,79,35,16,1420,replied,2025-12-23,26/12/2025,4,maybe next month,Priya,wants menswear focus,heritagegallery,,,,,False,,False,1420.0,False,6397.0,16.0,79.0,35.0,replied,2025-12-23,2025-12-26,True,False,[],h:heritagegallery,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0260,google_maps,,Vintage Closet,Noah Silva,,+1 405 2154527,LA,US,0,,,,2860,replied,Feb 1,2026-01-19,3,Not taking on new channels currently.,,"price sensitive [merged L0240: stage=contacted, said='Not taking on new channels currently.']",,Vintage Closet,LA,US,,False,+14052154527,True,2860.0,False,0.0,,,,replied,2026-02-01,2026-01-19,False,False,"[""last_touch_before_first_seen"", ""merged_duplicate""]",s:vintage closet|la|us,shop,call,call,book_visit,active,False,False,True,True,0,0,2,,,,False,none,0,True,
L0249,Physical Store,,Old Emporium,Mia Walsh,hello@oldemporium.co.uk,+31 167 1779808,Amsterdam,NL,,0,,,1410,lost,2025-12-13,2026-01-16,2,"Thanks, can you email a one-pager?",Maya,price sensitive,,Old Emporium,Amsterdam,NL,hello@oldemporium.co.uk,True,+311671779808,True,1410.0,False,,,0.0,,Lost,2025-12-13,2026-01-16,True,False,[],s:old emporium|amsterdam|nl,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,none,0,True,
L0164,Physical Store,@motharchivestore,Golden Emporium,Hugo Kaur,hugokaur@yahoo.com,+44 7347 656134,Bristol,UK,,,,,1640,new,Feb 12,2026-02-15,1,Not taking on new channels currently.,,,motharchivestore,Golden Emporium,Bristol,UK,hugokaur@yahoo.com,True,+447347656134,True,1640.0,False,,,,,New Lead,2026-02-12,2026-02-15,True,False,"[""handle_on_store""]",s:golden emporium|bristol|uk,shop,email,,book_visit,active,False,True,True,True,0,1,0,,2026-02-18,,False,none,0,True,
L0184,google_maps,@stitchx,Velvet Lane,Lukas Weber,,+44 7263 875852,London,UK,,,,,1920,ghosted,,2026-01-31,3,,Tomas,owner travels a lot,stitchx,Velvet Lane,London,UK,,False,+447263875852,True,1920.0,False,,,,,no response,,2026-01-31,True,False,"[""handle_on_store""]",s:velvet lane|london|uk,shop,call,,book_visit,active,True,False,True,True,0,0,2,,,,False,none,0,True,
L0059,Vinted,instagram.com/emberarchive,,Tom,tom73@hotmail.com,,,,2386,109,30,27,1490,replied,21/12/2025,26/12/2025,3,"yeah keen, drop details",,ref from supplier,emberarchive,,,,tom73@hotmail.com,True,,False,1490.0,False,2386.0,27.0,109.0,30.0,Reply,2025-12-21,2025-12-26,True,False,[],h:emberarchive,reseller,dm,dm,book_call,active,True,True,False,False,3,0,0,2025-12-31,,,False,positive,0,True,
L0025,eBay,instagram.com/staticvintage,,Marcus,marcus@gmail.com,,,,42251,274,27,183,9000,replied,,11/02/2026,4,how much for the whole bundle?,Tomas,wants menswear focus,staticvintage,,,,marcus@gmail.com,True,,False,9000.0,True,42251.0,183.0,274.0,27.0,Reply,,2026-02-11,True,False,[],h:staticvintage,reseller,dm,dm,book_call,active,True,True,False,False,4,0,0,,,,False,positive,0,True,
L0024,Depop,@vaultcollective,,,,,,,3944,80,22,10,550,replied,Jan 3,2026-01-10,3,,,slow to reply,vaultcollective,,,,,False,,False,550.0,False,3944.0,10.0,80.0,22.0,replied,2026-01-03,2026-01-10,True,False,[],h:vaultcollective,reseller,dm,,book_call,active,True,False,False,False,3,0,0,2026-01-15,,,False,none,0,True,
L0127,eBay,@vaultrelicfinds,,,,,,,4132,106,9,25,810,replied,2026-02-01,2026-02-03,4,not interested right now,,big consignment potential,vaultrelicfinds,,,,,False,,False,810.0,False,4132.0,25.0,106.0,9.0,replied,2026-02-01,2026-02-03,True,False,[],h:vaultrelicfinds,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,negative,0,True,
L0147,Depop,@reliccobaltstudio,,Freya,,,,,1177,7,29,39,£150,negotiating,2026-01-17,16/02/2026,1,send me the bundle list,,slow to reply,reliccobaltstudio,,,,,False,,False,150.0,False,1177.0,39.0,7.0,29.0,Negotiating,2026-01-17,2026-02-16,True,False,[],h:reliccobaltstudio,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,positive,0,True,
L0196,Physical Store,,Golden Collective,Sofia Walsh,,+33 704 1612736,Paris,FR,,,,,"£2,290",ghosted,2026-02-20,2026-02-26,1,"Owner is back next week, call then.",Maya,slow to reply,,Golden Collective,Paris,FR,,False,+337041612736,True,2290.0,False,,,,,Ghosted,2026-02-20,2026-02-26,True,False,[],s:golden collective|paris|fr,shop,call,call,book_visit,active,False,False,True,True,0,0,1,,,2026-02-28,False,positive,0,True,
L0068,Instagram,instagram.com/sablesupply,,,,,,,3690,64,28,31,1470,contacted,2026-01-16,2026-01-22,2,whats the catch lol,,slow to reply,sablesupply,,,,,False,,False,1470.0,False,3690.0,31.0,64.0,28.0,contacted ,2026-01-16,2026-01-22,True,False,[],h:sablesupply,reseller,dm,dm,book_call,active,True,False,False,False,2,0,0,2026-01-26,,,False,none,0,True,
L0018,Whatnot,giltcollective,,,,,,,1594,63,11,40,580,replied,Feb 7,Feb 14,4,already on another platform tbh,Tomas,high engagement acct,giltcollective,,,,,False,,False,580.0,False,1594.0,40.0,63.0,11.0,replied,2026-02-07,2026-02-14,True,False,[],h:giltcollective,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,negative,0,True,
L0095,Instagram,@plumecollective,,,,,,,11058,137,43,45,"£6,440",replied,Jan 15,Jan 30,6,what brands do you take?,,met at market,plumecollective,,,,,False,,False,6440.0,False,11058.0,45.0,137.0,43.0,replied,2026-01-15,2026-01-30,True,False,[],h:plumecollective,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0159,store,,Camden Vault,Sven Petrov,svenpetrov39@gmail.com,+31 701 1781216,Amsterdam,NL,,,,0,5810,call_booked,07/02/2026,,3,Not taking on new channels currently.,,met at market,,Camden Vault,Amsterdam,NL,svenpetrov39@gmail.com,True,+317011781216,True,5810.0,False,,0.0,,,call-booked,2026-02-07,,True,False,[],s:camden vault|amsterdam|nl,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,none,0,True,
L0039,Vinted,@waxvintage,,,,,,,39389,350,28,143,9000,lost,Dec 3,2025-12-24,2,maybe next month,Tomas,,waxvintage,,,,,False,,False,9000.0,True,39389.0,143.0,350.0,28.0,lost,2025-12-03,2025-12-24,True,False,[],h:waxvintage,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,positive,0,True,
L0219,store,instagram.com/threadbare_,Corner Vault,Marcus Silva,hello@cornervault.com,+1 485 5371013,New York,US,,,,,2590,negotiating,2026-02-16,2026-02-18,4,Not taking on new channels currently.,Priya,wants menswear focus,threadbare_,Corner Vault,New York,US,hello@cornervault.com,True,+14855371013,True,2590.0,False,,,,,Negotiating,2026-02-16,2026-02-18,True,False,"[""handle_on_store""]",s:corner vault|new york|us,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,none,0,True,
L0050,Whatnot,@vaultvntgvintage,,,,,,,29418,544,47,129,9000,replied,25/02/2026,25/02/2026,4,already on another platform tbh,Priya,owner travels a lot,vaultvntgvintage,,,,,False,,False,9000.0,True,29418.0,129.0,544.0,47.0,Reply,2026-02-25,2026-02-25,True,False,[],h:vaultvntgvintage,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,negative,0,True,
L0012,Whatnot,instagram.com/tonicstitchthreads,,,,,,,46640,544,66,189,9000,replied,,05/01/2026,4,do you take menswear too,,ref from supplier,tonicstitchthreads,,,,,False,,False,9000.0,True,46640.0,189.0,544.0,66.0,replied,,2026-01-05,True,False,[],h:tonicstitchthreads,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0069,Depop,@reworkedreworkedthreads,,Nadia,,,,,11433,382,49,93,"£9,000",contacted,Jan 10,2026-02-22,5,"yeah keen, drop details",Maya,,reworkedreworkedthreads,,,,,False,,False,9000.0,True,11433.0,93.0,382.0,49.0,contacted ,2026-01-10,2026-02-22,True,False,[],h:reworkedreworkedthreads,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0123,instagram_dm,@threadbare__,,,,,,,41796,464,52,140,9000,won,Dec 20,2025-12-23,2,whats your commission?,Tomas,price sensitive,threadbare__,,,,,False,,False,9000.0,True,41796.0,140.0,464.0,52.0,won,2025-12-20,2025-12-23,True,False,[],h:threadbare__,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,positive,0,True,
L0049,Whatnot,@cinder_,,,,,,,6429,33,10,18,180,replied,2025-12-30,2026-01-11,3,,Tomas,,cinder_,,,,,False,,False,180.0,False,6429.0,18.0,33.0,10.0,Reply,2025-12-30,2026-01-11,True,False,[],h:cinder_,reseller,dm,,book_call,active,True,False,False,False,3,0,0,2026-01-16,,,False,none,0,True,
L0124,Whatnot,@rummage_uk,,Tom,,,,,5152,113,28,34,3220,replied,,2026-01-11,6,whats your commission?,Priya,wants menswear focus,rummage_uk,,,,,False,,False,3220.0,False,5152.0,34.0,113.0,28.0,replied,,2026-01-11,True,False,[],h:rummage_uk,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0137,Vinted,drift_,,,,,,,1113,60,26,27,1080,contacted,2025-12-30,2026-01-20,3,,Tomas,ref from supplier,drift_,,,,,False,,False,1080.0,False,1113.0,27.0,60.0,26.0,Contacted,2025-12-30,2026-01-20,True,False,[],h:drift_,reseller,dm,,book_call,active,True,False,False,False,3,0,0,2026-01-25,,,False,none,0,True,
L0065,instagram_dm,@prelovedco,,,,,,,3858,8,35,10,£120,replied,2026-01-13,23/01/2026,4,can you do a call fri?,Maya,price sensitive,prelovedco,,,,,False,,False,120.0,False,3858.0,10.0,8.0,35.0,Reply,2026-01-13,2026-01-23,True,False,[],h:prelovedco,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0122,IG,retrowornfinds,,Ines,,,,,944,18,39,25,350,call_booked,Feb 15,2026-02-20,1,"yeah keen, drop details",,slow to reply,retrowornfinds,,,,,False,,False,350.0,False,944.0,25.0,18.0,39.0,call booked,2026-02-15,2026-02-20,True,False,[],h:retrowornfinds,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,positive,0,True,
L0017,Depop,curateddenimarchive,,,,,,,6641,59,29,8,£510,replied,,2026-01-20,4,need to think about it,Tomas,big consignment potential,curateddenimarchive,,,,,False,,False,510.0,False,6641.0,8.0,59.0,29.0,Reply,,2026-01-20,True,False,[],h:curateddenimarchive,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0239,google_maps,,The Rail,Tom Tanaka,,+33 574 5010661,Paris,FR,,,,,"£3,610",contacted,,2026-01-23,0,"Sure, pop in on Thursday.",,met at market,,The Rail,Paris,FR,,False,+335745010661,True,3610.0,False,,,,,contacted ,,2026-01-23,True,False,[],s:the rail|paris|fr,shop,call,call,book_visit,active,False,False,True,True,0,0,0,,,2026-03-01,False,positive,0,True,
L0157,store,,Atelier Drawer,Freya Janssen,freyajanssen@yahoo.com,0044784145620,Bristol,UK,,,,,"£4,360",contacted,2026-02-20,Feb 21,3,"Owner is back next week, call then.",Maya,owner travels a lot,,Atelier Drawer,Bristol,UK,freyajanssen@yahoo.com,True,+44784145620,True,4360.0,False,,,,,Contacted,2026-02-20,2026-02-21,True,False,[],s:atelier drawer|bristol|uk,shop,email,email,book_visit,active,False,True,True,True,0,3,0,,2026-02-26,,False,positive,0,True,
L0096,Depop,@tonicthrift_uk,,,,,,,30325,225,42,201,"£9,000",ghosted,Feb 15,21/02/2026,6,do you ship to EU?,,price sensitive,tonicthrift_uk,,,,,False,,False,9000.0,True,30325.0,201.0,225.0,42.0,Ghosted,2026-02-15,2026-02-21,True,False,[],h:tonicthrift_uk,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0168,Physical Store,instagram.com/driftstore,Rusty Edit,Yuki Silva,hello@rustyedit.com,+1 902 7833017,LA,US,,,,,"£2,720",new,03/12/2025,,1,"Owner is back next week, call then.",,owner travels a lot,driftstore,Rusty Edit,LA,US,hello@rustyedit.com,True,+19027833017,True,2720.0,False,,,,,new,2025-12-03,,True,False,"[""handle_on_store""]",s:rusty edit|la|us,shop,email,,book_visit,active,False,True,True,True,0,1,0,,2025-12-06,,False,positive,0,True,
L0054,Depop,@loomgallery,,Pablo,,,,,6495,8,39,9,120,warm,,17/01/2026,4,maybe next month,,follows competitor,loomgallery,,,,,False,,False,120.0,False,6495.0,9.0,8.0,39.0,Warm,,2026-01-17,True,False,[],h:loomgallery,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0091,Vinted,atticstudio,,,,,,,6756,128,34,16,2500,negotiating,2026-02-14,2026-02-18,5,send me the bundle list,,wants menswear focus,atticstudio,,,,,False,,False,2500.0,False,6756.0,16.0,128.0,34.0,Negotiating,2026-02-14,2026-02-18,True,False,[],h:atticstudio,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,positive,0,True,
L0055,IG,@marrowloomgallery,,,,,,,61355,447,45,164,"£9,000",warm,Feb 21,2026-02-26,5,maybe next month,Priya,slow to reply,marrowloomgallery,,,,,False,,False,9000.0,True,61355.0,164.0,447.0,45.0,Warm,2026-02-21,2026-02-26,True,False,[],h:marrowloomgallery,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0222,in-person,,Corner Loom,Theo Reid,info@cornerloom.co.uk,7462639414,Brighton,UK,,,,,£440,replied,2025-12-10,Feb 9,3,Interested - send pricing.,,ref from supplier,,Corner Loom,Brighton,UK,info@cornerloom.co.uk,True,7462639414,True,440.0,False,,,,,replied,2025-12-10,2026-02-09,True,False,[],s:corner loom|brighton|uk,shop,email,email,book_visit,active,False,True,True,True,0,3,0,,2026-02-14,,True,positive,0,True,
L0111,instagram_dm,@reworkedgallery,,,,,,,6821,17,22,30,240,contacted,Feb 5,Feb 15,4,what brands do you take?,,wants menswear focus,reworkedgallery,,,,,False,,False,240.0,False,6821.0,30.0,17.0,22.0,Contacted,2026-02-05,2026-02-15,True,False,[],h:reworkedgallery,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0004,eBay,vntg_uk,,,,,,,5984,23,22,1,120,warm,2026-01-06,2026-01-22,3,whats the catch lol,Tomas,slow to reply,vntg_uk,,,,,False,,False,120.0,False,5984.0,1.0,23.0,22.0,Warm,2026-01-06,2026-01-22,True,False,[],h:vntg_uk,reseller,dm,dm,book_call,active,True,False,False,False,3,0,0,2026-01-27,,,False,none,0,True,
L0079,IG,instagram.com/statichazelshop,,,,,,,8924,288,66,43,9000,won,2026-02-05,2026-02-06,3,whats your commission?,Maya,follows competitor,statichazelshop,,,,,False,,False,9000.0,True,8924.0,43.0,288.0,66.0,Closed Won,2026-02-05,2026-02-06,True,False,[],h:statichazelshop,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,positive,0,True,
L0093,Depop,rummagesupply,,Dmitri,,,,,14563,259,42,182,"£9,000",new,2025-12-05,,0,,Tomas,,rummagesupply,,,,,False,,False,9000.0,True,14563.0,182.0,259.0,42.0,New Lead,2025-12-05,,True,False,[],h:rummagesupply,reseller,dm,,book_call,active,True,False,False,False,0,0,0,2026-03-01,,,False,none,0,True,
L0229,in-person,,Corner Trunk,Lukas Tanaka,lukastanaka@yahoo.com,+31 755 3365298,Amsterdam,NL,,,,,"£1,840",contacted,2025-12-13,2025-12-15,0,"Thanks, can you email a one-pager?",,slow to reply,,Corner Trunk,Amsterdam,NL,lukastanaka@yahoo.com,True,+317553365298,True,1840.0,False,,,,,contacted ,2025-12-13,2025-12-15,True,False,[],s:corner trunk|amsterdam|nl,shop,email,email,book_visit,active,False,True,True,True,0,0,0,,2026-03-01,,False,none,0,True,
L0238,store,,The Garms,Hugo Silva,hello@thegarms.store,,London,UK,,,,,4010,won,2026-01-18,10/02/2026,6,"Thanks, can you email a one-pager?",Maya,owner travels a lot,,The Garms,London,UK,hello@thegarms.store,True,,False,4010.0,False,,,,,won,2026-01-18,2026-02-10,True,False,[],s:the garms|london|uk,shop,email,,book_visit,closed,False,True,False,False,0,0,0,,,,False,none,0,True,
